wikipedia,imdb
26971836,tt0032122
3720684,tt0060728
13001818,tt0790808
17213363,tt0785076
23953056,tt0039878
9283529,tt0135477
3263044,tt0037549
8968009,tt0185169
24526226,tt1050001
14127746,tt0006968
22488519,tt0155499
11376173,tt0046703
470943,tt0286244
30692736,tt0152994
36026018,tt0404094
13927565,tt0473348
23666737,tt0059103
31230287,tt0357414
27485768,tt1500491
11073258,tt0954008
35879744,tt0430133
30469479,tt1079383
13399564,tt0377941
16404284,tt0300969
8615612,tt0109579
18935792,tt0098184
2060421,tt0170259
35590073,tt0000235
25159111,tt1887807
3222501,tt0100209
442300,tt0059578
12510655,tt0049762
1755731,tt0252076
348737,tt0107614
591309,tt0106489
12233390,tt0107662
29290174,tt0018345
4876314,tt0066813
8935654,tt0274333
25526521,tt0084109
9833167,tt0089129
2421561,tt0408345
33368147,tt1833708
3423042,tt0105215
31029127,tt0018604
1369060,tt0079822
2097096,tt0297928
4900214,tt0499206
28620120,tt0080691
25972799,tt0054422
24918380,tt0923954
13405130,tt0384913
22712848,tt0083323
16190026,tt1086797
31029494,tt0062658
27193805,tt0236413
30654631,tt1080019
7249964,tt0411079
34362516,tt0133633
24463054,tt0210675
20579284,tt0951151
1665781,tt0041890
2360464,tt0048918
1091175,tt0280720
25840783,tt0101501
11103867,tt0384055
11104554,tt0892113
3682257,tt0073418
3246234,tt0044418
13903076,tt0018464
12235107,tt1024715
24705703,tt0045118
1055920,tt0111187
9730374,tt0832296
1983207,tt0225071
32269433,tt0097813
4888072,tt0077890
35019469,tt2514328
3244025,tt0071913
28621291,tt1725929
18981304,tt1239276
36426035,tt0064485
5253186,tt0222293
29823725,tt0063516
19361101,tt0022088
31155656,tt0254994
31641920,tt1251743
35385962,tt0350030
10516332,tt0000025
35573740,tt0425235
27305825,tt0098000
34710145,tt0459502
34382439,tt1817676
22158933,tt0479660
26286870,tt0046853
6667912,tt0088402
9948022,tt4102346
12926065,tt0410700
25375955,tt0089626
2084045,tt0109504
18922121,tt0090559
9339569,tt0995823
18161370,tt0010112
7749813,tt0246053
31156219,tt0257697
1734816,tt0118768
10079530,tt0066422
29138271,tt0267806
165377,tt0008775
1094721,tt0235712
4634666,tt1199479
4886461,tt0489037
29166744,tt0019831
27575817,tt1677707
24841297,tt1458175
3037944,tt0406816
18940138,tt0024419
15347888,tt0015935
13053911,tt0758746
19043119,tt0191821
1374201,tt0239948
25398295,tt0271458
5467488,tt0062790
36068268,tt2384356
10603823,tt0099578
3911312,tt0119174
1514718,tt0290332
9503710,tt0315850
16749582,tt0077473
26141258,tt1534397
9598213,tt0056210
11623872,tt0023305
19483119,tt0046264
694405,tt0120603
22643686,tt0026115
10747502,tt0062432
18901219,tt0381864
27872044,tt1674784
1843039,tt0063970
13477013,tt0005198
3558237,tt0485272
2832652,tt0478996
23687638,tt0185475
29757898,tt0135805
28224834,tt0116238
23909571,tt0101003
29760910,tt0023549
23023062,tt0047836
22837134,tt1433540
35013505,tt0856256
10640996,tt0316369
1992647,tt0446687
2723966,tt0057694
31155868,tt0257258
28315554,tt1272018
617063,tt0264935
13241487,tt0913958
19106175,tt0053947
536521,tt0083767
7144758,tt0030818
28330283,tt0169079
31668021,tt0252228
15258024,tt0036745
29836715,tt0163870
28330141,tt0152238
9281461,tt0316819
6089148,tt0278332
1303197,tt0057950
30196551,tt0140307
27875975,tt1187042
617066,tt0077696
11517671,tt0028755
32865308,tt0074843
32562762,tt0134777
30131284,tt0098505
9391797,tt0036774
19315375,tt0233497
26655390,tt0025527
15652096,tt0065582
19267191,tt1210107
7368640,tt0256944
31314888,tt1382716
11517706,tt0351885
18975365,tt1167643
28252265,tt1453245
18502214,tt0049745
4155619,tt0386792
23939386,tt0085890
21984149,tt0902274
29471546,tt0070855
1584981,tt0042004
18056901,tt0004605
13131253,tt0024958
22930843,tt0230408
22643301,tt0010530
9989401,tt0280436
9366061,tt0088744
17956621,tt0004220
10638889,tt0068217
36381339,tt2358424
2052143,tt0036443
31665207,tt0031245
16047605,tt0024617
4229906,tt0050531
12481451,tt0212827
8556123,tt0790772
1970633,tt0411295
19303349,tt0233392
29294246,tt0025175
3210646,tt0120618
5471678,tt0387502
6749088,tt0010941
31820610,tt1541995
34573948,tt0000132
13677861,tt0061491
28826465,tt0054289
29260134,tt0385048
2926597,tt0096908
9697934,tt0950485
18695402,tt0022026
18983118,tt0042515
7853915,tt0249248
23666616,tt1161045
20152781,tt0078199
6602969,tt0401091
29769827,tt12826796
16930772,tt0046721
34068003,tt0447999
35291541,tt0144197
32287330,tt0080103
17101981,tt1041829
33114752,tt0353942
24643125,tt0028994
4803289,tt0783598
9328245,tt0382717
32810928,tt0038091
10229188,tt0075441
2198959,tt0271668
32069387,tt0364766
18998102,tt0069909
35838137,tt0010671
23143530,tt0353975
2310825,tt0144814
10543866,tt0925248
32996540,tt0059944
26006769,tt0063621
1970651,tt0156524
23804014,tt0097957
232711,tt0120382
22228792,tt0010298
29038554,tt0997035
26167312,tt0126815
2380086,tt0284491
4519643,tt0806107
24864646,tt0073091
25910532,tt0160216
22316765,tt0298003
15311084,tt0008725
32582222,tt0013790
23307519,tt0071498
4457586,tt0211634
29089638,tt0014200
1934018,tt0107050
22644715,tt0093156
1499129,tt0407121
27196689,tt0064004
14567007,tt0215737
5983605,tt0378453
30784331,tt1523980
14679357,tt0031466
2313186,tt0118840
34077321,tt1590190
11604569,tt0026417
13135874,tt0066096
9796545,tt0200726
31156189,tt0257905
2703088,tt0019832
12606064,tt0056075
15856289,tt0046054
12761055,tt0096103
12636214,tt0082353
6125779,tt0116360
9104566,tt0023556
15670656,tt0231587
22807215,tt0220448
29553710,tt0056088
19011744,tt0063237
26038744,tt0258974
7675484,tt0427276
605676,tt0047573
34087780,tt0091093
1971322,tt0033575
21769015,tt0071988
1851374,tt0111667
23248342,tt1227929
8337496,tt0115504
12988291,tt0009905
30006,tt0102926
17159479,tt0928390
180974,tt0030973
14676684,tt0009702
33833075,tt0362214
26014475,tt0122383
20174485,tt0860574
10706032,tt0156903
35395242,tt0099651
5995164,tt0110016
28493186,tt1433816
34072938,tt0014025
13794022,tt0051101
5215498,tt0095649
20863793,tt0076817
346196,tt0087280
7109494,tt0060771
12143381,tt0059178
17181284,tt0068287
9104588,tt0049055
13912393,tt0194388
35007423,tt2609156
29769807,tt1918886
24665719,tt0896534
7109493,tt0080062
3871205,tt0203523
32161398,tt0215308
2216309,tt0118744
19352974,tt0229229
10916102,tt0081779
27920371,tt0191840
3059032,tt0158828
7276550,tt0499570
25366294,tt0104612
5649438,tt0120550
2598394,tt0100760
12745510,tt0093778
30684076,tt0014817
3837327,tt0172563
7476234,tt0296881
24259105,tt0206829
23081594,tt0484382
31587843,tt0047523
10094757,tt0000006
6263827,tt0343563
20795255,tt0071613
4632649,tt0127497
26723729,tt0201946
2291243,tt0057093
21547847,tt0170774
26942054,tt0036426
18999254,tt0183607
12501372,tt0120699
50744,tt0086190
31156224,tt0270582
3831825,tt0015841
32203992,tt0035771
1047463,tt0165929
7183180,tt0378661
9312752,tt0133197
8778124,tt0094791
24009449,tt0165081
34792194,tt0051966
35030619,tt0264460
25827542,tt0188750
21043028,tt0061653
4243613,tt0113121
7036620,tt0151780
34163744,tt0043105
6250055,tt0059934
1475739,tt0381192
6392602,tt0098718
4195398,tt0054095
18562775,tt0032624
31709772,tt0251465
30261058,tt0040296
777032,tt2569236
14888290,tt1037146
18602391,tt0030338
26198830,tt0096925
24064444,tt0117659
23666910,tt0042601
26172077,tt0292305
6584875,tt0044821
13263642,tt0418091
3477126,tt0097737
25645116,tt1233345
434816,tt0068950
19468127,tt0160672
17672320,tt1017430
61052,tt0022397
10219034,tt0071850
6803186,tt0446676
29424022,tt1704573
4650848,tt0420015
27232844,tt0026657
250837,tt0286921
15676631,tt0059387
13533480,tt0300565
4427932,tt0047190
6741028,tt0234407
33808354,tt0027280
7169738,tt0075859
23005993,tt0026083
17822469,tt0009140
32508126,tt0119098
29162068,tt0043358
20080263,tt0049475
9911787,tt0188922
11141604,tt0314706
13111914,tt0159755
31954962,tt0411302
26352592,tt0053473
6045916,tt0445461
28992728,tt0024564
22546052,tt0029556
9713368,tt0065206
24800336,tt0178462
6823611,tt0343095
25244870,tt1542344
21241505,tt0024506
28353655,tt0339368
1226841,tt0098073
18369853,tt0081540
5790223,tt0286261
3738468,tt0243664
34151338,tt0008513
4916040,tt0429727
19872971,tt0910559
13503673,tt0010198
31155613,tt0256360
27595922,tt0138403
1131961,tt0308152
692772,tt0116669
5828557,tt0383304
2009848,tt0083717
14616220,tt0006243
11570146,tt0102573
20903091,tt0243358
18909682,tt22228044
20621597,tt0954981
28015028,tt0054779
1014229,tt0068990
7259364,tt0161656
5137665,tt0055987
28421266,tt0073130
35005007,tt1645750
2017575,tt0066450
4633684,tt0109021
23691023,tt0033752
33420541,tt0103266
6752032,tt0427470
29822688,tt0042021
11159510,tt0264355
9911775,tt0320121
15669017,tt1029168
4176100,tt0402850
16928777,tt0088683
13810004,tt0012382
4179694,tt1091201
13665619,tt0132339
18637511,tt0419841
14267135,tt0078968
15022751,tt0101742
32295361,tt2077833
28302378,tt0049101
17874058,tt0076847
21044888,tt0053308
2325367,tt0098354
23691222,tt0044063
22541211,tt0464106
26283042,tt0070198
5018144,tt0024139
2993846,tt0100240
1014242,tt0023027
13405024,tt0385254
32109549,tt0318015
13935512,tt0152176
18185668,tt0011513
35571053,tt1531901
23758023,tt0043735
23316683,tt0385990
26082312,tt1482932
25759812,tt0019664
27902570,tt1345469
10892168,tt0027302
30700268,tt0078970
30597530,tt0166799
8461710,tt0847167
20580938,tt1351669
35908571,tt0058750
8945459,tt0914845
24709063,tt1058739
16091743,tt0070248
17836327,tt0052275
18525087,tt0076306
3824576,tt0283534
2811955,tt0423294
9544391,tt0765447
27045661,tt0260224
20225956,tt0375100
18715613,tt0080010
23666584,tt0058131
32170662,tt0178187
9633845,tt0356453
32946202,tt0036437
99304,tt0213149
1682637,tt0021456
31385998,tt0259552
25915732,tt0014137
23640672,tt0092123
32049182,tt0032620
36021172,tt1119630
24034237,tt0337875
9948127,tt0469899
20904348,tt0077789
19605045,tt0067432
7046343,tt0026714
21099447,tt0352150
19834120,tt0099254
19246141,tt0282602
8208221,tt0297389
23569499,tt0091244
15656621,tt1013752
35658593,tt0119842
31029224,tt0180280
21138671,tt0396696
13093453,tt0107636
32466495,tt0035832
32036090,tt0096414
479457,tt0116213
7990852,tt0078259
19714168,tt0353327
31149037,tt0384403
6986799,tt0213689
7621504,tt0285487
9167041,tt0363413
12014701,tt1240412
10241832,tt0497432
11699514,tt0106188
856716,tt0073692
15065852,tt0061960
24448518,tt0092013
17407591,tt0029385
5807181,tt0006668
5821430,tt0075324
1727946,tt0388500
33032322,tt0239246
5096064,tt0454970
29816650,tt1821329
27474993,tt0029783
15156718,tt0019152
7874454,tt0388318
29831946,tt0064329
17143077,tt0062836
29196889,tt0018927
24582601,tt0384597
7443558,tt0799803
677394,tt0126765
26364940,tt0028405
6328109,tt0161979
7637514,tt0159241
31089370,tt0093297
23998270,tt0140292
26015028,tt0267810
21621727,tt0046686
15757816,tt0092919
23936964,tt0032717
32808718,tt0042628
32565925,tt0061829
23691309,tt0028284
4155050,tt0420223
14384820,tt1132626
33955271,tt0062309
4937521,tt0071856
35573721,tt0289195
14144221,tt0077613
3778613,tt0120695
26974355,tt0163263
30939752,tt0990427
1298984,tt0038370
31087559,tt0246252
61059,tt0021873
1557016,tt0284262
35910927,tt0462548
6691211,tt0052197
14144230,tt0045836
724551,tt0022599
15685407,tt0008090
14871540,tt1155051
4512744,tt0102989
28857800,tt0028210
13074006,tt0090812
27409801,tt0100698
24158880,tt0163871
20378552,tt0212914
28051279,tt1381767
3261866,tt0059515
26427667,tt4192240
2452459,tt0386005
19687396,tt0031162
10552882,tt0039919
3913993,tt0089256
5396159,tt0420658
23923293,tt1440770
20354067,tt0054306
10221326,tt0279021
14877669,tt0034273
677389,tt0205271
11482407,tt0072037
1002312,tt0101509
2011391,tt0021930
32051658,tt3905232
4673173,tt0450982
11535946,tt0033565
15879495,ttBalwaan
10730673,tt0032742
19248715,tt0054651
20904632,tt0184688
1478417,tt0040705
36601633,tt2070597
25081206,tt0241687
13129113,tt0142972
20904261,tt0178189
28668861,tt0060291
2099943,tt0050766
12955420,tt0006422
2759477,tt0421729
28828221,tt0052171
26366702,tt0074365
29130957,tt0833529
36106741,tt2779656
6904590,tt0098669
23368670,tt0039339
31203228,tt0096817
20863968,tt0096310
33772432,tt0980976
26393733,tt0042674
13212536,tt0297234
20004625,tt0051114
1961084,tt0103859
484153,tt0040597
1010980,tt0107670
25082597,tt0166565
3519694,tt0005871
24481397,tt0471359
13035093,tt0438981
24998748,tt0256127
22332205,tt1810731
19278484,tt0119216
26613721,tt1385905
33990019,tt12828476
21356032,tt0102184
25011726,tt1576458
13720693,tt0060223
25633540,tt1594569
3904788,tt0326835
27289304,tt0047211
15371010,tt0313882
11535972,tt0206238
18950569,tt1160008
21703124,tt1346256
3861575,tt0360821
563176,tt0329388
14073405,tt0450468
36567002,tt0051088
30739691,tt0168443
19815633,tt0066807
2098557,tt0390614
31333987,tt0125416
3374727,tt0077248
27229908,tt0026490
19042358,tt0026265
74969,tt0272199
31025285,tt0029982
603557,tt0094716
18571155,tt0035550
29156295,tt0043691
34952826,tt1550479
8463574,tt0072855
19317097,tt0234782
7287967,tt0376250
19388870,tt0022761
10030316,tt0085576
16676995,tt0103239
7129971,tt0080741
33216214,tt0332419
21138275,tt0080625
20463871,tt0055576
2193494,tt0147004
3329130,tt0049170
21634497,tt0137009
24767455,tt00880570
7319913,tt0245911
34521164,tt2034618
13803555,tt0094364
10386609,tt0073017
26119173,tt0264145
31210806,tt0050660
24240793,tt0243382
3737168,tt0059014
8134787,tt0121372
26492850,tt0062688
6699053,tt0009725
26273441,tt0050523
12006403,tt0063010
35825325,tt1746264
9682483,tt0070468
28513216,tt0088300
23761430,tt0117190
4286103,tt0066847
32896349,tt0315962
6410239,tt0933064
2980266,tt0124158
296252,tt0120907
20569664,tt0177539
2899225,tt0115580
5384408,tt0161542
1956661,tt0393596
9149498,tt0022626
17131993,tt0365935
32838906,tt0031635
31662421,tt0076569
13001345,tt0106655
3083604,tt0236388
8336887,tt0109078
4269125,tt0368413
6461734,tt0075995
21657594,tt0291754
23401287,tt0357328
28148808,tt0479680
21922797,tt0113998
3448460,tt0460732
30712941,tt1787837
33629922,tt0109823
23653924,tt0054817
4380331,tt0096098
28182192,tt0069770
18523660,tt0112710
871318,tt0071532
18977312,tt1226841
28343867,tt0023416
9998275,tt0182317
24474361,tt0094676
2028313,tt0446685
7692516,tt0088912
6558325,tt0462329
26740727,tt0477802
29105029,tt1759746
21591619,tt0034411
9998255,tt0189583
13907891,tt0023003
8155261,tt0141525
10065556,tt0312358
36294632,tt2290836
7134109,tt0757953
31375669,tt0061700
14614768,tt0045216
21529047,tt0085560
8356285,tt0246009
11359278,tt1028539
33692228,tt0137783
25687480,tt0040370
255194,tt0049314
8890175,tt0198295
19609298,tt2009407
616786,tt0113552
25496946,tt0029462
28695288,tt0028495
31748875,tt1577065
21133929,tt1118045
2510465,tt0051128
29273181,tt0045622
12798059,tt0888019
8356264,tt0244374
3654486,tt0059715
24776112,tt0043642
22309052,tt0106376
2244529,tt0389009
25896181,tt0204761
22160402,tt0046432
8636055,tt0038528
28332360,tt0213322
27573663,tt0030031
181229,tt0057115
13261740,tt0862812
29899086,tt0997033
3590587,tt0269743
24443524,tt1245732
9264341,tt0910936
3150776,tt0043341
19043560,tt0027733
21215095,tt1217590
26653052,tt0035552
11457408,tt0882816
34604303,tt1441951
7299035,tt0195938
24085084,tt0106696
2526781,tt0090192
12204434,tt0367122
19937593,tt0074290
1433676,tt0097182
9912527,tt0319189
21141408,tt0280599
27960737,tt0029955
13411312,tt0075152
30425015,tt1443518
12732451,tt0473705
27006710,tt0033254
10996671,tt0068014
7236691,tt0303661
23972618,tt0054851
7466292,tt0101999
29679260,tt1598822
24120424,tt0259631
19848011,tt0875113
28493157,tt0499072
607022,tt0088159
9475374,tt0447454
33976201,tt0317996
15107155,tt0054607
2428970,tt0314693
14946143,tt0045551
2155517,tt0108568
770277,tt0104507
30069822,tt1690953
26851932,tt0024037
11348354,tt0330778
17287197,tt0059504
27316782,tt0033194
2305752,tt0119905
16718585,tt0913354
13389064,tt0051155
22643580,tt0025994
24050196,tt0030933
13266250,tt0072887
7967169,tt0056049
17214118,tt2777850
34983677,tt1601235
16669958,tt0183884
7118817,tt0088202
28492664,tt0104593
31803619,tt0054121
8970951,tt0186828
27710752,tt0003241
29663404,tt1699746
20328816,tt0117669
34066935,tt1275743
6545373,tt0317226
1609520,tt0069671
19744710,tt0032189
11892657,tt0174360
7194759,tt0039651
19299640,tt0235316
28829056,tt0043605
74381,tt0067217
23180005,tt0152230
26695566,tt0255074
1128240,tt0309593
3192223,tt0042304
16160462,tt0079902
19361026,tt1275799
26640776,tt0025998
27932336,tt1191140
606772,tt0220924
28309233,tt0085688
26187961,tt0055490
16695343,tt0157154
26682924,tt0165619
20986970,tt0078078
3673506,tt0039365
15799232,tt0041252
14360021,tt0068213
12231155,tt0443765
5564328,tt0011508
3856911,tt0029000
28927701,tt0050773
31153575,tt0024275
18327360,tt1203517
13439139,tt0988595
18941106,tt0046166
11096313,tt1161732
448331,tt0101590
31029519,tt0179997
876728,tt0079588
2305746,tt0428803
21732359,tt0246681
28145987,tt1459013
8574744,tt0220585
5188359,tt0441741
74387,tt0056085
438356,tt0052216
2873267,tt0036271
21664269,tt1067733
1482800,tt0030202
19027791,tt0183127
748953,tt0222851
31514817,tt0457591
5120552,tt0284034
12715927,tt0099927
13623302,tt0283027
1190590,tt0037366
7194623,tt0480053
15080022,tt0991347
22644309,tt0122571
29586430,tt0088210
24957391,tt0259548
25555004,tt0288243
9107926,tt0446266
24166571,tt0112708
27277176,tt0112469
31980702,tt2903778
31636641,tt0259201
678080,tt0056875
23195768,tt1431016
21689271,tt0031784
682722,tt0337907
24225514,tt0035464
27326285,tt1132288
5222282,tt0438315
811602,tt0109958
29853134,tt0276344
18584726,tt0020174
15343180,tt0099437
23168010,tt0033757
19863109,tt0115591
5821587,tt0076907
35894131,tt0018082
31138105,tt0021446
24241900,tt0113879
25342113,tt0968311
10506215,tt0300015
16575334,tt0450235
6673533,tt0023236
20631821,tt0031137
1032266,tt0392465
16908285,tt0016879
36351316,tt0042465
22956845,tt7960700
22501809,tt0296874
13265320,tt0118635
13273342,tt0055571
10873860,tt0032671
3384976,tt0366505
3389485,tt0057586
5531995,tt0106682
11063523,tt0404163
33437180,tt0089561
2453989,tt0029708
13234139,tt0014357
6276691,tt0089092
24407246,tt0171357
25079714,tt0053610
31323905,tt0360197
7565382,tt0125712
22645027,tt0143248
13035663,tt0847050
26139359,tt0020004
6160153,tt0811785
587807,tt0057372
16791685,tt0010255
31323113,tt0172738
5904965,tt0066212
19111900,tt1156506
28467506,tt0180801
25958947,tt0058722
3143696,tt0459663
5503985,tt0095071
25390657,tt1612143
18497340,tt0268255
17470133,tt0841108
8930957,tt0096321
5331272,tt0114512
34913251,tt2014255
30245707,tt1579585
35457037,tt5986568
5368180,tt0823240
19473036,tt0139465
7077559,tt0089680
8360654,tt0424823
433414,tt0100814
26500986,tt1312137
6537640,tt0831840
6285350,tt0104621
10999486,tt1020937
28149517,tt0001341
24350557,tt1495980
6101724,tt0031249
7280629,tt0074829
26495890,tt1712563
9629572,tt2355791
5604231,tt0020607
27289250,tt0027793
21080217,tt0051439
22693744,tt0059175
10595471,tt0082594
1606601,tt0361841
4162883,tt0055872
21249011,tt0046857
31029458,tt0179719
23409260,tt0041277
62118,tt0031725
17769549,tt1099204
16439706,tt0074849
13125015,tt0131396
901421,tt0370263
1579705,tt0092745
13594438,tt0829098
26924588,tt0216845
33325693,tt0010091
23805580,tt0063633
1654789,tt0028589
25438380,tt0080054
12816415,tt0041716
36352680,tt0100097
9109203,tt0997170
33215698,tt0141726
5773944,tt0828151
2936959,tt0114467
25633749,tt1268873
7105919,tt0046269
13578633,tt0361772
2421498,tt0093940
26003499,tt1927165
6056855,tt0108335
11524153,tt0802821
31944837,tt1593775
445941,tt0052389
20716485,tt0018678
9562585,tt0035085
62117,tt0031679
33215509,tt0331235
775536,tt0389564
1151726,tt0106379
6819976,tt0106223
32799797,tt0974005
29395410,tt1830786
24467898,tt1521223
20279240,tt0096761
31322752,tt0049198
15723187,tt0902342
5207496,tt0126938
29837644,tt1587414
34236892,tt0114277
849594,tt0069865
19096515,tt0105685
9796527,tt0178561
20174145,tt0184510
1891911,tt1526333
3610428,tt0495351
23688115,tt0045279
33081639,tt0016822
28905508,tt0058690
17146332,tt0032391
13922038,tt0393567
2121919,tt0061868
14612303,tt0058318
17508785,tt0929235
2064955,tt0477404
3888422,tt0157460
37176066,tt0011125
19069300,tt0041376
22643876,tt0050601
29828624,tt1413067
9602157,tt0047978
7142686,tt0033781
24455881,tt1319718
31733613,tt1590013
32210618,tt0004656
26742834,tt1428563
12232824,tt0054591
1977688,tt0097360
11074006,tt0060848
29381343,tt0216171
18917901,tt0033358
15740204,tt0011939
30064879,tt0102920
30591805,tt1825735
13296243,tt0002610
19113036,tt0066911
25345231,tt0808342
2141418,tt0370986
21776531,tt0200664
15450280,tt0016107
26011350,tt0089751
90039,tt0116324
27244510,tt0023149
1395888,tt0123976
28744996,tt0043409
6759112,tt0052141
2134444,tt0042250
11815820,tt0315775
3142516,tt0096281
5579814,tt0112443
7917514,tt0450835
1184167,tt0236784
3151094,tt0052639
36216490,tt2127279
30581040,tt0169154
28829118,tt0491720
10735415,tt0051534
935892,tt0054692
20311655,tt0109465
27877562,tt0069782
18908698,tt0041204
20444120,tt0267601
19895306,tt1330605
34076703,tt0292108
21657561,tt0291734
13256958,tt0034886
29982473,tt1258154
25524090,tt1132154
2150351,tt0063821
32558428,tt0260679
13164938,tt0060813
21744145,tt0122574
31153537,tt0244058
34112755,tt0005214
34815391,tt1906518
29758584,tt1734477
8638966,tt0094225
3038787,tt0255945
26524826,tt1166092
33437426,tt0071973
27689143,tt0047331
28009800,tt0118763
35156695,tt0073532
28195477,tt1555747
27904601,tt0937347
20241033,tt0087468
9024820,tt0459652
19389289,tt0022690
34521703,tt0196009
13420359,tt0004072
2720682,tt0353671
14812001,tt0978759
26016942,tt0023235
3581132,tt0061123
549902,tt0256276
1994281,tt0331321
19985309,tt1606202
17271590,tt0010682
25489410,tt0326546
35061219,tt2015462
29745638,tt1157601
20902958,tt0395559
27263856,tt0024969
21174235,tt1334537
2543730,tt0070634
16512703,tt0378867
19208905,tt0030483
8907231,tt0122901
31191566,tt0169654
6030184,tt0069795
28671816,tt0097260
27231355,tt0045989
27515247,tt0065887
19996161,tt0165837
33215355,tt0057356
33062958,tt0096337
19518500,tt0335592
14389896,tt0290090
1523484,tt0086232
32995456,tt0347595
2399430,tt0132512
2150352,tt0069810
20156307,tt0036386
17767255,tt0090113
28177009,tt0995863
23015383,tt0985058
24158497,tt0078278
631251,tt0079871
19944494,tt0088073
30073483,tt2914444
23484100,tt0054029
25012059,tt0048341
28332309,tt0098580
18890333,tt0074799
17181667,tt0165509
893561,tt0103594
3937957,tt0076535
7146793,tt0023460
28433267,tt1604556
12502735,tt14216834
8333783,tt0028723
1759292,tt0409527
1456002,tt0039776
7095154,tt0109518
3254614,tt0328503
16252026,tt0071993
8949514,tt0095608
22495943,tt0095576
30511712,tt0040315
31322404,tt0042292
5292439,tt0047033
19740679,tt1204031
27997513,tt0300109
31024173,tt1124035
3086041,tt0142181
25065018,tt1579534
686033,tt0150216
3844882,tt0486585
32496356,tt0373801
28309218,tt0124191
9703081,tt0051432
1447939,tt0112373
28352747,tt1313139
33641272,tt0032185
25250585,tt1545574
24117367,tt1433905
22040622,tt0048259
3548070,tt0111543
921301,tt0404802
20425842,tt1147621
2941935,tt0381287
5724053,tt0003805
931228,tt0184526
9190922,tt0039892
32160162,tt0011609
25194189,tt0023646
25673718,tt0041792
16054694,tt0379265
2313158,tt0056575
20219581,tt0067960
8949502,tt0039082
6481497,tt0469919
26428842,tt1420539
763753,tt0048605
18323193,tt0039074
4866073,tt0032012
14538351,tt0172574
9791094,tt0032309
33139348,tt1100022
32612875,tt1121096
8959809,tt0059242
33536692,tt0166994
2105280,tt0109555
27425136,tt0023126
21352057,tt0063120
1426096,tt0086957
30805709,tt0333622
31508047,tt0093257
31025062,tt0024470
21152746,tt1630056
19511373,tt0125577
35158449,tt0204239
4696443,tt0068741
31732448,tt0028414
35003456,tt1867086
9694029,tt0073643
4357991,tt0035064
26307709,tt0358295
2400444,tt0084690
36136432,tt0013151
2940516,tt0070106
17517876,tt0366762
26693031,tt1359589
1848829,tt0408970
15192828,tt0013711
5603842,tt0018083
9694031,tt0195052
26359165,tt0304716
31692847,tt0252718
1503907,tt0202677
7339280,tt0269642
24643690,tt0025427
11567553,tt0021223
24818190,tt0042883
15079151,tt0222361
31841233,tt1855325
24166398,tt0065570
14527236,tt0001089
27484917,tt1666308
24583790,tt0019335
19844061,tt0056630
24166678,tt0061022
23813973,tt0817230
931949,tt0088933
3300211,tt0112401
14824699,tt0042898
14732566,tt0015867
3412583,tt0168043
3704027,tt0189744
19261302,tt0027245
30013045,tt0070696
11666155,tt0765473
2310279,tt0026663
25563962,tt0309261
1617626,tt0109444
2819346,tt0049902
22999381,tt0039797
20767875,tt0086848
3422142,tt0159174
27481499,tt0046367
31813037,tt0141817
34193383,tt0029135
9694019,tt0029220
32895484,tt0007100
9213960,tt0912590
36125772,tt0343810
29197597,tt0055305
4185266,tt0073582
30518589,tt5461628
27988823,tt0053188
14794717,tt0109403
15003244,tt0140979
18406409,tt0001724
34444007,tt0009021
15079101,tt0221961
288560,tt0177262
9041173,tt0316763
3285836,tt0094349
10243437,tt0460435
12780242,tt0052314
29887498,tt1506966
22267146,tt0080958
3137903,tt0160401
35828316,tt2633826
32582793,tt0011163
31113714,tt0354164
17109428,tt1094576
31946513,tt1039886
11776754,tt0119218
23419513,tt0065504
4606109,tt0051755
34489023,tt2098782
21035672,tt0223616
1237909,tt0067810
18908777,tt0040443
14792354,tt0101440
23964353,tt2150529
2893701,tt0052191
2197752,tt0021594
9257011,tt0194457
23829787,tt0243317
5202670,tt0169299
23688081,tt0317139
12065979,tt0379787
6469252,tt0822854
8390680,tt0290395
22265300,tt0216971
23687732,tt0044143
5122422,tt0139162
18512396,tt0026361
25990620,tt0086062
963986,tt0258463
6100876,tt0079209
21581927,tt0051009
33161044,tt0106456
5862072,tt0756661
10062422,tt0079053
9791295,tt0175890
2542052,tt0449092
14493098,tt0449909
28297334,tt0078164
8251565,tt0140795
12626400,tt0060484
9012227,tt0119642
6061594,tt0176783
75874,tt0065234
21180,tt0110632
16930015,tt0113633
32516277,tt1569364
8240970,tt0157898
2531044,tt0074995
14007214,tt0013099
1002717,tt0077578
27664841,tt0041919
33409585,tt0057118
4825376,tt0346645
1665678,tt0301181
18449579,tt0067329
35797994,tt0452200
2337637,tt0102804
10515970,tt0072206
12275655,tt0108307
34982354,tt1590186
33828385,tt0005196
33600966,tt0263238
32336365,tt0468554
11039028,tt0077481
33022480,tt0037848
10807893,tt0059211
3887641,tt0066769
24321248,tt0424107
27037832,tt0105405
33551042,tt0368139
1511805,tt0301777
10721471,tt0074846
32131072,tt0076909
13060710,tt0011942
14988233,tt0074562
6190944,tt0021109
24478633,tt0119234
22077153,tt1238291
16172056,tt0304230
14143625,tt0035182
4264016,tt0065867
5785156,tt0401385
3653890,tt0049177
35866311,tt2275549
7688046,tt0389360
13707697,tt0133278
29445957,tt0054719
31844153,tt0051076
18703589,tt0030252
14498349,tt0025101
19931725,tt0066827
